RAJ2000	DEJ2000	HIP	RArad	DErad	Plx	pmRA	pmDE	Hpmag	B-V
000.7520215004	+09.1382807139	   241	000.75196687	+09.13829705	   3.69	   22.19	   -6.72	 8.9224	 1.010
000.7522315154	-34.7439392702	   242	000.75216641	-34.74405042	   7.02	   22.01	   45.73	 7.9200	 0.967
000.7533484880	-60.6919026241	   243	000.75337709	-60.69189460	   3.27	   -5.76	   -3.30	 7.9821	 1.041
000.7588662982	+39.9951434200	   244	000.75886471	+39.99515227	   3.77	    0.50	   -3.64	 8.0413	 0.668
000.7637370876	-07.8155177186	   245	000.76358191	-07.81552581	   4.43	   63.25	    3.33	 8.6829	 1.036
000.7644750233	+56.7332996230	   246	000.76368755	+56.73318430	  18.02	  177.72	   47.45	 9.8942	 0.990
000.7654353055	+08.2612928348	   247	000.76552829	+08.26141356	   5.43	  -37.86	  -49.67	 9.2898	 0.346
000.7656629774	+08.2706831989	   248	000.76575120	+08.27080456	   9.03	  -35.92	  -49.93	 8.1813	 0.342
000.7742272158	+31.8700834299	   249	000.77419622	+31.87010307	  12.36	   10.83	   -8.08	 8.8730	 0.552
000.7742814208	+52.4651282042	   250	000.77431725	+52.46516811	   4.01	   -8.98	  -16.42	 8.3196	 0.880
000.7753271454	-25.2611141079	   251	000.77540549	-25.26104875	  -0.28	  -29.15	  -26.89	 8.8020	 1.349
000.7796432713	+29.4859779163	   252	000.77959097	+29.48598283	  -1.25	   18.73	   -2.02	10.4711	 1.082
000.7827178632	-24.1451420430	   253	000.78257286	-24.14513781	   4.91	   54.44	   -1.74	 6.6213	 1.176
000.7847797116	+42.7479064745	   254	000.78466953	+42.74791700	   6.16	   33.29	   -4.33	 6.7500	 0.051
000.7946638180	-24.5882588370	   255	000.79452370	-24.58828781	  10.90	   52.42	   11.92	 8.0649	 0.421
000.7966042372	+54.5157740505	   256	000.79659503	+54.51584356	   4.45	    2.20	  -28.60	 9.6346	 0.461
000.8030670448	-31.2123851778	   257	000.80301470	-31.21239376	   4.70	   18.42	    3.53	 8.9076	 0.081
000.8054785077	+17.5522678659	   258	000.80532808	+17.55239671	   5.83	   59.01	  -53.01	 6.7616	 1.122
000.8059068288	+48.7222935542	   259	000.80590407	+48.72233888	   2.29	    0.75	  -18.65	 8.7788	 1.455
000.8172347142	-55.4050719375	   260	000.81709597	-55.40508859	   6.01	   32.41	    6.85	 9.7379	 0.432
000.8205295849	-23.6154335563	   261	000.82050197	-23.61534547	   4.98	   10.41	  -36.24	 9.2118	 0.424
000.8259529102	+32.8458633484	   262	000.82579608	+32.84586928	   5.51	   54.21	   -2.44	 9.1337	 0.422
000.8291752223	+04.6869255074	   263	000.82923743	+04.68713522	  34.24	  -25.51	  -86.28	12.1260	 1.473
000.8320746934	+38.2440109612	   264	000.83207884	+38.24401534	   3.93	   -1.34	   -1.80	 8.5900	 1.174
000.8353806551	-64.4760947130	   265	000.83539318	-64.47608069	   0.96	   -2.22	   -5.77	 9.1702	 1.688
000.8353343747	-11.9453669488	   266	000.83535974	-11.94521013	   3.02	  -10.21	  -64.52	 8.2587	 1.125
000.8353589464	-04.1457554112	   267	000.83541134	-04.14573021	  10.15	  -21.50	  -10.37	 8.1794	 0.455
000.8417866196	+59.0786059641	   268	000.84180549	+59.07861172	  -0.83	   -3.99	   -2.37	 8.3086	 1.462
000.8420248046	+23.5750360329	   269	000.84205201	+23.57504994	   3.08	  -10.26	   -5.72	 8.9371	 1.125
000.8498750719	+73.1744957621	   270	000.85005645	+73.17449071	   4.76	  -21.60	    2.08	 7.4145	 0.146
000.8528372792	-35.9651615160	   271	000.85277154	-35.96517360	   4.95	   21.89	    4.97	 9.2341	 0.232
000.8555529068	-26.4151861114	   272	000.85551678	-26.41518293	   2.44	   13.31	   -1.31	 8.9823	 0.979
000.8568616500	-46.8309721210	   273	000.85687046	-46.83096969	   1.33	   -2.48	   -1.00	11.1931	 0.041
000.8571422213	+63.6405216631	   274	000.85715514	+63.64052497	   1.31	   -2.36	   -1.36	 6.3325	 0.332
000.8576086344	-29.0006644979	   275	000.85767539	-29.00061375	   5.94	  -24.02	  -20.88	 9.5343	 0.439
000.8580641398	+20.6655326840	   276	000.85791191	+20.66591795	  17.19	   58.60	 -158.51	 7.6193	 0.636
000.8594973824	-36.2511906973	   277	000.85927878	-36.25120501	  15.24	   72.53	    5.89	 7.0474	 0.353
000.8631138819	+55.5508982114	   278	000.86311874	+55.55090220	   1.57	   -1.13	   -1.64	 7.9430	-0.023
000.8637669893	+62.3578069376	   279	000.86377527	+62.35780414	   0.30	   -1.58	    1.15	 8.7318	 0.120
000.8662023466	+53.3126880299	   280	000.86626662	+53.31270067	   3.90	  -15.80	   -5.20	 8.1955	 0.134
000.8762053318	+55.0599600975	   281	000.87618691	+55.05995064	   2.47	    4.34	    3.89	 8.5321	 1.655
000.8764299288	+19.3814972102	   282	000.87642738	+19.38157151	   1.65	    0.99	  -30.57	 8.0651	 1.408
000.8771217659	+12.3568212773	   283	000.87715563	+12.35682884	   6.92	  -13.61	   -3.11	 7.5330	 0.353
000.8784738564	-65.8275057258	   284	000.87833805	-65.82756637	   1.55	   22.88	   24.95	 9.1727	 0.956
000.8808434381	-35.6022292011	   285	000.88067347	-35.60222337	   1.03	   56.86	   -2.40	 8.7111	 1.212
000.8815017625	+78.7178250923	   286	000.88130224	+78.71780725	   0.91	   16.06	    7.34	 9.3932	 1.006
000.8858593854	-13.2272910902	   287	000.88580496	-13.22726545	   1.93	   21.80	  -10.55	 9.2610	 1.538
000.8890841545	+42.3521057541	   288	000.88875921	+42.35221972	   5.91	   98.80	  -46.89	 8.0688	 1.071
000.9023781318	-51.8090993499	   289	000.90235859	-51.80908776	   3.38	    4.97	   -4.77	 8.8429	 1.011
000.9043827015	-31.0941404510	   290	000.90411391	-31.09403258	  15.43	   94.70	  -44.38	 7.8974	 0.563
000.9045722778	-28.4171354632	   291	000.90454392	-28.41713524	   2.10	   10.26	   -0.09	 8.1624	-0.123
000.9087796483	+70.3060304756	   292	000.90870601	+70.30603298	   2.76	   10.21	   -1.03	 8.1182	-0.019
000.9160085973	-57.1644607717	   293	000.91590017	-57.16443899	  12.06	   24.19	   -8.96	 8.4013	 0.488
000.9170985837	+03.9069735981	   294	000.91715625	+03.90700444	   8.33	  -23.67	  -12.69	 7.9774	 0.401
000.9187026901	-41.0958889699	   295	000.91866486	-41.09585608	   2.98	   11.73	  -13.53	 9.7755	 0.397
000.9228535727	-28.3961921222	   296	000.92207775	-28.39584820	  25.70	  280.79	 -141.50	 8.4018	 0.780
000.9243534865	+48.4369046186	   297	000.92444460	+48.43692683	   7.25	  -24.87	   -9.14	 6.8250	 0.060
000.9270259729	+13.3651679055	   298	000.92695552	+13.36518976	   2.44	   28.20	   -8.99	 8.3478	 1.015
000.9337342236	-63.6006625939	   299	000.93377178	-63.60066148	   9.20	   -6.87	   -0.46	 8.5569	 0.508
000.9351593295	+42.0235223647	   300	000.93490874	+42.02349782	   6.65	   76.59	   10.10	 7.5245	 0.244
000.9349493418	-17.3359922050	   301	000.93488525	-17.33596994	  11.98	   25.17	   -9.16	 4.5366	-0.047
000.9651722626	+66.7121826641	   302	000.96511472	+66.71220286	   3.76	    9.36	   -8.31	 6.3544	 1.629
000.9693043061	+57.3782795538	   303	000.96915935	+57.37827710	   4.86	   32.15	    1.01	 8.2242	 0.316
000.9697926818	+22.2960510133	   304	000.96979544	+22.29607182	   5.45	   -1.05	   -8.56	 8.3189	 0.136
000.9723071626	-28.3938093882	   305	000.97206226	-28.39376962	  21.32	   88.64	  -16.36	 7.8093	 0.741
000.9754175080	-57.8304994019	   306	000.97474115	-57.83035729	  13.38	  148.16	  -58.47	 8.7158	 0.616
000.9800031070	-42.5594880440	   307	000.97971144	-42.55949925	  13.24	   88.39	    4.61	11.7029	 1.260
000.9837406014	+14.3788655208	   308	000.98353984	+14.37891688	  13.05	   80.01	  -21.13	 7.1696	 0.303
000.9859371260	-45.2886173512	   309	000.98590845	-45.28859742	   4.27	    8.30	   -8.20	 8.6045	 0.230
000.9877670915	-43.1918100603	   310	000.98741061	-43.19150342	  11.14	  106.93	 -126.16	 9.7175	 0.700
000.9876361612	+36.9702555304	   311	000.98758898	+36.97021185	   5.90	   15.51	   17.97	 8.5403	 0.456
000.9895905186	+61.1036376969	   312	000.98959801	+61.10364176	  -0.36	   -1.49	   -1.67	 8.6950	 0.360
000.9911890444	-48.1251837656	   313	000.99110238	-48.12518724	   9.77	   23.80	    1.43	 8.1114	 0.406
000.9916461347	+20.9537318056	   314	000.99172684	+20.95381935	   6.89	  -31.01	  -36.02	 8.4068	 0.540
000.9922535802	-71.2787148261	   315	000.99220890	-71.27863481	   6.93	    5.90	  -32.92	 9.7543	 0.657
001.0010422536	+12.1457963772	   316	001.00099705	+12.14583366	   5.67	   18.18	  -15.34	 7.2951	 0.355
001.0033400696	-80.3951142222	   317	001.00253320	-80.39506984	   5.92	   55.39	  -18.26	 7.9968	 0.314
001.0096486610	-38.5947538093	   318	001.00967519	-38.59474902	   2.65	   -8.53	   -1.97	 9.6248	 1.115
001.0158093942	+62.2219512715	   319	001.01581805	+62.22195137	   0.11	   -1.66	   -0.04	 8.2698	 0.260
001.0213632115	-16.9976484219	   320	001.02126805	-16.99764023	   5.30	   37.44	   -3.37	12.2227	 0.000
001.0329662356	-25.8926634552	   321	001.03267088	-25.89254961	  10.46	  109.32	  -46.84	 9.0632	 0.607
001.0351020972	+56.9209858527	   322	001.03517446	+56.92100471	   4.15	  -16.25	   -7.76	 7.8160	 0.992
001.0426958076	+49.8701793224	   323	001.04272813	+49.87020740	   7.65	   -8.57	  -11.55	 7.5413	 1.003
001.0424076918	+17.4366430713	   324	001.04254358	+17.43668364	   6.81	  -53.34	  -16.69	 8.6374	 0.491
001.0439706988	+39.1199028801	   325	001.04362740	+39.12012581	  14.60	  109.58	  -91.72	 8.6937	 0.615
001.0448292359	+11.2643757741	   326	001.04484036	+11.26438627	   2.35	   -4.49	   -4.32	 8.8639	 1.692
001.0462248033	-04.9261130463	   327	001.04616157	-04.92610714	   1.55	   25.92	   -2.43	 9.6580	 0.390
001.0495900865	-30.1349142515	   328	001.04953031	-30.13491797	   4.47	   21.27	    1.53	 7.0614	-0.085
001.0517301081	-10.1411178293	   329	001.05137413	-10.14127919	   8.96	  144.17	   66.39	 9.9799	 0.699
001.0569251771	+62.2876650177	   330	001.05693208	+62.28766468	   0.84	   -1.32	    0.14	 5.9712	 0.274
001.0595344766	-26.9523870943	   331	001.05951168	-26.95235139	   2.55	    8.36	  -14.69	10.9581	 0.882
001.0610362511	-34.4147142848	   332	001.06083426	-34.41465355	   6.46	   68.56	  -24.99	 8.5316	 0.563
001.0630058418	-17.4248940579	   333	001.06304775	-17.42485077	   3.64	  -16.45	  -17.81	 9.1083	 0.160
001.0638319156	+60.1550149071	   334	001.06385883	+60.15501921	  -0.40	   -5.51	   -1.77	 8.8232	 0.080
001.0660705831	+14.0815383940	   335	001.06601844	+14.08162310	   4.90	   20.81	  -34.85	 8.9486	 0.252
001.0666377205	+65.1529874852	   336	001.06656721	+65.15296136	   3.09	   12.19	   10.75	 7.6610	 1.680
001.0668852685	-25.9154510578	   337	001.06725505	-25.91498937	  12.70	 -136.84	 -189.95	 9.7402	 0.750
001.0673493061	+66.3491304888	   338	001.06734882	+66.34913866	  -1.08	    0.08	   -3.36	10.7955	 1.450
001.0688186994	-59.3151891020	   339	001.06871406	-59.31518060	   3.85	   21.97	   -3.50	 8.5857	 0.037
001.0738563260	-43.9884548446	   340	001.07383319	-43.98832615	  12.91	    6.85	  -52.95	 8.2193	 0.484
001.0774940587	-23.2539645748	   341	001.07749813	-23.25395215	  -1.22	   -1.54	   -5.11	 9.6157	 1.069
001.0790582889	-20.5688728671	   342	001.07898316	-20.56874502	   8.24	   28.94	  -52.60	 9.7163	 0.549
001.0824603804	-16.5290389039	   343	001.08233960	-16.52888977	  11.03	   47.64	  -61.36	 5.9562	 1.084
001.0836349122	+40.1099519866	   344	001.08364747	+40.10995532	   5.39	   -3.95	   -1.37	10.1776	 1.500
001.0846533692	-29.2688205482	   345	001.08457416	-29.26883034	   8.01	   28.43	    4.03	 6.3909	 0.006
001.0880596732	-53.9094360868	   346	001.08780786	-53.90948275	   4.76	   61.03	   19.20	 8.9692	 1.031
001.0887333123	+54.2745920394	   347	001.08869960	+54.27460171	   1.64	    8.10	   -3.98	 7.7637	-0.089
001.0895958230	+12.9572947024	   348	001.08880029	+12.95705505	  17.43	  318.97	   98.60	 8.7287	 0.640
001.0954488618	-29.3815732578	   349	001.09539405	-29.38157912	   3.45	   19.65	    2.41	 7.7553	-0.058
001.0991434619	-57.3226948862	   350	001.09930908	-57.32287480	  20.94	  -36.79	   74.02	10.5387	 1.100
001.1036686246	-47.0680457913	   351	001.10262244	-47.06812970	  22.48	  293.18	   34.52	 9.9436	 0.855
001.1121092147	+58.0686924737	   352	001.11010196	+58.06878257	  11.59	  436.79	  -37.06	10.5555	 0.800
001.1118300272	-44.5672927788	   353	001.11103132	-44.56734254	   4.89	  234.11	   20.47	11.7882	 0.971
001.1233506245	+51.8292930511	   354	001.12334296	+51.82930457	   2.42	    1.95	   -4.74	 9.3853	 1.001
001.1254928051	-10.5095235809	   355	001.12550974	-10.50949437	   1.56	   -6.85	  -12.02	 5.0996	 1.619
001.1255961695	-06.9653778632	   356	001.12570193	-06.96533725	  11.01	  -43.19	  -16.71	 8.5536	 0.611
001.1272797889	-72.8973220018	   357	001.12719359	-72.89722079	  10.66	   10.43	  -41.64	 7.4271	 0.444
001.1395181247	-76.3464917895	   358	001.13935894	-76.34653418	   1.12	   15.46	   17.44	 9.0957	 1.025
001.1461604029	-76.8735745892	   359	001.14426873	-76.87353697	  17.70	  176.75	  -15.48	 9.2227	 0.639
001.1454924146	+71.9685417603	   360	001.14551259	+71.96854259	   5.47	   -2.57	   -0.34	 9.4249	 1.162
001.1478811538	-71.6950033121	   361	001.14779966	-71.69499867	   4.35	   10.53	   -1.91	 8.8943	 1.036
001.1506191493	-19.4378939997	   362	001.15064387	-19.43786313	   1.20	   -9.59	  -12.70	 9.3476	 1.169
001.1516915475	+43.5513115409	   363	001.15170952	+43.55131852	   3.76	   -5.36	   -2.87	 8.1265	 2.530
001.1520280178	-15.8892283394	   364	001.15203547	-15.88920131	   2.96	   -2.95	  -11.12	 9.4297	 1.149
001.1524461036	+42.0925310486	   365	001.15248328	+42.09256177	   2.59	  -11.35	  -12.64	 6.1627	 0.159
001.1524971915	-31.1690513103	   366	001.15246765	-31.16905092	   2.33	   10.40	   -0.16	 9.0993	 1.181
001.1556320723	-81.3453170304	   367	001.15561511	-81.34531888	   2.22	    1.05	    0.76	 9.1961	 0.239
001.1561267621	+02.9372257897	   368	001.15607580	+02.93722438	   4.38	   20.94	    0.58	 8.0579	 1.249
001.1588930993	+29.7222805969	   369	001.15890709	+29.72229654	   1.42	   -5.00	   -6.56	 9.5049	 0.950
001.1594358824	-51.5833289735	   370	001.15940291	-51.58336448	   2.58	    8.43	   14.61	 7.2944	 1.260
001.1603914791	-50.0359215828	   371	001.16032912	-50.03593826	   0.03	   16.48	    6.86	11.0002	 1.021
001.1662078304	-70.4042575420	   372	001.16559566	-70.40421664	   4.37	   84.47	  -16.83	 7.6262	 1.072
001.1659832603	-08.1849516813	   373	001.16597990	-08.18490635	   1.83	    1.37	  -18.65	 8.8429	 1.508
001.1669936597	+34.2651223821	   374	001.16704516	+34.26519771	   5.64	  -17.51	  -30.99	 7.1831	 1.100
001.1675679869	+34.2713062449	   375	001.16728922	+34.27150096	  34.52	   94.78	  -80.11	 9.2171	 0.000
001.1713973567	+06.5224479430	   376	001.17156393	+06.52258507	   5.58	  -68.09	  -56.42	 8.5323	 0.881
001.1721136830	-71.4368892785	   377	001.17188754	-71.43685826	   5.70	   29.62	  -12.76	 5.5635	-0.100
001.1719357055	+14.9652333708	   378	001.17191892	+14.96533592	  10.91	    6.67	  -42.19	 7.4635	 0.422
001.1749235906	+67.1664441774	   379	001.17432274	+67.16638779	  10.79	   95.93	   23.20	 5.8511	 1.051
001.1781554207	+17.0697348731	   380	001.17796305	+17.06977977	   8.13	   75.66	  -18.47	 8.7147	 0.792
001.1852266457	+51.5338366286	   381	001.18518648	+51.53385063	   1.77	   10.28	   -5.76	 8.7267	-0.014
001.1881062333	-32.3610442194	   382	001.18816309	-32.36102303	   5.41	  -19.76	   -8.72	 9.1456	 0.368
001.1888857707	+00.0565015827	   383	001.18887199	+00.05649079	   4.68	    5.67	    4.44	 8.9174	 0.433
001.1928123468	+01.5368928223	   384	001.19286153	+01.53694141	   7.26	  -20.23	  -19.99	 8.2711	 0.376
001.1952201382	+38.1736691332	   385	001.19515450	+38.17382620	  10.81	   21.23	  -64.62	 9.4801	 0.735
001.2039368182	+68.1886953583	   386	001.20394800	+68.18869742	   0.84	   -1.71	   -0.85	 9.2334	 0.652
001.2081301400	+38.7862116177	   387	001.20814112	+38.78622406	   1.50	   -3.52	   -5.12	 8.5858	 0.556
001.2102389255	+06.4166516913	   388	001.21025759	+06.41668154	   5.48	   -7.63	  -12.28	 9.2418	 0.394
001.2117678869	-29.6330394684	   389	001.21171081	-29.63304630	   4.54	   20.41	    2.81	 8.2934	 0.002
001.2117330144	+50.2348716193	   390	001.21175300	+50.23487697	   5.12	   -5.26	   -2.20	11.8133	 0.000
001.2116548098	+43.9707198316	   391	001.21196045	+43.97079046	   6.10	  -90.50	  -29.06	 8.2768	 0.430
001.2167083445	+30.0858483791	   392	001.21651492	+30.08593163	   8.80	   68.86	  -34.25	 8.0328	 0.478
001.2183666245	+51.9825881478	   393	001.21827140	+51.98257160	   1.69	   24.13	    6.81	 9.3745	 0.964
001.2240014688	+34.6597942543	   394	001.22172860	+34.65955197	  25.52	  769.18	   99.69	 6.2283	 0.632
001.2222118797	-30.2566048623	   395	001.22216236	-30.25661327	   2.96	   17.60	    3.46	 8.3279	 0.036
001.2246107035	-31.9966526253	   396	001.22460635	-31.99660260	   4.35	    1.52	  -20.58	 7.9866	 1.256
001.2253527151	+52.2489343102	   397	001.22530063	+52.24894116	   1.77	   13.12	   -2.82	 8.7515	 0.082
001.2290691090	+58.5321670890	   398	001.22902679	+58.53217419	   1.19	    9.09	   -2.92	 6.6210	 0.025
001.2333341727	+26.6487665556	   399	001.23302973	+26.64879959	   5.00	  111.95	  -13.59	 6.3941	 1.368
001.2346698115	+23.2696291590	   400	001.23366037	+23.26964763	  37.89	  381.53	   -7.60	 7.9628	 0.755
001.2342030362	+56.0569501700	   401	001.23422598	+56.05695921	   2.81	   -5.27	   -3.72	 8.7733	 1.614
001.2348978995	+64.7814202238	   402	001.23494325	+64.78140785	   7.79	   -7.95	    5.09	 8.2509	 0.475
001.2371613663	-18.1787306059	   403	001.23720388	-18.17850332	  11.18	  -16.62	  -93.51	 9.1099	 0.674
001.2396772574	+45.6737937841	   404	001.23961753	+45.67395218	  14.06	   17.17	  -65.17	 7.5396	 0.550
001.2395106619	+51.1806429606	   405	001.23950977	+51.18064913	   0.17	    0.23	   -2.54	 8.3105	 1.201
001.2439884842	+26.7252642834	   406	001.24392451	+26.72525614	  -0.65	   23.51	    3.35	 8.7057	 1.570
001.2446567113	-70.2124440038	   407	001.24427483	-70.21220715	  23.10	   53.19	  -97.45	 8.2684	 0.710
001.2451248969	+57.4687409194	   408	001.24502659	+57.46874692	   4.47	   21.75	   -2.47	 8.3905	 0.986
001.2460893626	-70.4924805534	   409	001.24608900	-70.49241595	   8.90	    0.05	  -26.58	 8.5093	 0.461
001.2549531664	+27.6747825833	   410	001.25472630	+27.67479969	   5.95	   82.66	   -7.04	 6.6310	 0.946
001.2566374279	+33.3600110476	   411	001.25663330	+33.36001207	  -2.78	    1.42	   -0.42	 9.9441	 1.540
001.2578196299	+66.5167910074	   412	001.25755832	+66.51679006	   6.48	   42.84	    0.39	 8.7557	 1.300
001.2609738257	-36.0151196004	   413	001.26034147	-36.01527324	  19.51	  210.44	   63.21	 7.8562	 0.537
001.2622397831	-59.8281233012	   414	001.26224762	-59.82810463	   0.95	   -1.62	   -7.68	 8.7954	 0.889
001.2638239245	+09.2799598214	   415	001.26379797	+09.28002805	   9.80	   10.54	  -28.07	 9.0345	 0.415
001.2646661891	+01.0377073841	   416	001.26440104	+01.03782843	  11.08	  109.07	  -49.80	 8.9812	 0.759
001.2659294694	-00.5030359421	   417	001.26581887	-00.50290549	   7.20	   45.50	  -53.67	 6.4798	 1.099
001.2756247318	+61.3139702918	   418	001.27555237	+61.31396451	   4.51	   14.29	    2.38	 5.7814	-0.067
001.2784909629	-42.5678659772	   419	001.27871135	-42.56781673	   3.99	  -66.78	  -20.26	 9.1121	 0.860
001.2812285331	-52.1517391894	   420	001.28166776	-52.15142336	  23.86	 -110.88	 -129.94	 7.6563	 0.577
001.2868016129	+67.8400037533	   422	001.28675831	+67.84002106	   3.20	    6.72	   -7.12	 7.5643	 1.288
001.2884750138	+30.3290275500	   423	001.28858838	+30.32911471	   3.95	  -40.26	  -35.86	 7.8705	 0.437
001.2906605328	+45.2290307994	   424	001.29075316	+45.22907895	   7.22	  -26.84	  -19.81	 6.7214	 0.068
001.2908101156	-62.8452207680	   425	001.29047823	-62.84527091	  14.55	   62.32	   20.63	 8.2620	 0.593
001.2916358647	+30.3312195513	   426	001.29174394	+30.33131179	  -0.15	  -38.38	  -37.95	 9.5468	 0.510
001.2915903513	-43.8508306608	   427	001.29143899	-43.85083350	   1.96	   44.91	    1.17	 8.9004	 1.124
001.2953697793	+45.7865687244	   428	001.29233673	+45.78693444	  88.88	  870.19	 -150.45	 9.9952	 1.472
001.2924281984	+02.3972046728	   429	001.29232646	+02.39731060	  10.13	   41.82	  -43.58	 8.8273	 0.644
001.2927608433	-32.4686729032	   430	001.29294286	-32.46851147	   8.16	  -63.18	  -66.42	 7.2700	 1.128
001.3020789279	+36.3036707994	   431	001.30198531	+36.30368113	   3.84	   31.04	   -4.25	 8.2011	 0.496
001.3041888549	+35.5710132133	   432	001.30417861	+35.57110322	  10.28	    3.43	  -37.03	 6.9403	 0.174
001.3118830726	+03.0074068361	   433	001.31190926	+03.00739796	   0.53	  -10.76	    3.65	 9.6425	 1.037
001.3138427947	-27.2717051302	   434	001.31348876	-27.27160839	   2.58	  129.47	  -39.80	 9.1658	 0.692
